good_name,id,category_id,good_id,good_price,good_cnt,age,monthly_income_amt,steam_popularity_score,client_id,order_day,category_name,good_name,gender_cd,education_level,city_nm,count
APEX LEGENDS: LOBA EDITION - DLC,1500219704.0,29689.0,940594.0,1049.3,1.0,19.0,2000.0,0.0,5-2IJPV7225,2022-03-01,Новинки,APEX LEGENDS: LOBA EDITION - DLC,M,GRD,Москва,1
ARISEN - Chronicles of Var'Nagal,1500314672.75,29087.75,1124058.0,372.0,1.0,34.75,139878.5,0.0,['5-11ORPXTTU' '5-2BYUCRIJ2' '5-2J6A567XF' '5-34ROM8E36'],['2022-05-10' '2022-06-01' '2022-06-05' '2023-01-27'],Приключения,ARISEN - Chronicles of Var'Nagal,F,GRD,['Воронеж' 'Москва' 'Самара' 'Санкт-Петербург'],4
ARMORED CORE™ VI FIRES OF RUBICON™,1500686151.518868,29269.377358490565,1727492.0,2589.566037735849,1.0,28.42452830188679,98830.71698113208,798.0,['4-1W98YX6V' '5-1NEGDLVNC' '5-24GLY5MML' '5-2PVRDJHW8' '5-DXF57IT0'],2023-08-27,Новинки,ARMORED CORE™ VI FIRES OF RUBICON™,M,GRD,Москва,106
ARMORED CORE™ VI FIRES OF RUBICON™ - Deluxe Edition,1500682417.057143,29275.97142857143,1727493.0,2999.0,1.0,28.17142857142857,104288.6,0.0,5-1ZGPH2I0W,2023-08-29,Новинки,ARMORED CORE™ VI FIRES OF RUBICON™ - Deluxe Edition,M,GRD,Москва,35
ASSAULT GUNNERS HD EDITION,1500694144.0,28577.0,1720697.0,242.49,1.0,42.0,77454.0,0.0,5-306FIH1VB,2023-09-20,Экшн,ASSAULT GUNNERS HD EDITION,M,GRD,Волгоград,1
ASSAULT GUNNERS HD EDITION COMPLETE SET,1500692762.0,28578.0,1720694.0,270.62,1.0,40.0,148016.0,0.0,5-2GDAT5W5P,2023-09-19,Шутеры,ASSAULT GUNNERS HD EDITION COMPLETE SET,M,GRD,Санкт-Петербург,1
Abandon Ship,1500464981.5555556,28689.11111111111,848640.0,179.8,1.0,28.77777777777778,114919.77777777778,0.0,"['1-1JLNQNT' '1-CNAB6K9' '5-10Q9DACM9' '5-1EHMBQD4F' '5-2FLMLXKNR'
 '5-30WWQI5D9' '5-33EHFR7OJ' '5-39QMGUGJI' '5-K8DPDKTK']",2022-12-16,Приключения,Abandon Ship,M,GRD,['Москва' 'Санкт-Петербург'],9
Abermore,1500265355.2,28572.2,1203725.0,925.284,1.0,35.6,110257.6,0.0,5-1CJMVTTXR,['2022-04-01' '2022-04-02'],Ролевые (RPG),Abermore,M,GRD,['Красноярск' 'Москва' 'Нижний Новгород' 'Пермь' 'Санкт-Петербург'],5
Absolute Drift,1500410702.8,28573.2,880501.0,139.5,1.0,25.0,98031.6,0.0,['5-19C8QN846' '5-1EILIXD9P' '5-2T174J0NC' '5-7R1T4E3V' '5-DA4WF05R'],['2022-06-16' '2022-10-02' '2022-12-19' '2023-02-19' '2023-03-18'],Экшн,Absolute Drift,M,['SCH' 'UGR'],Москва,5
Absolute Tactics: Daughters of Mercy,1500482978.375,28566.0,1395061.0,702.375,1.0,34.625,121760.625,0.0,"['1-9UCP4BZ' '4-1KOR9ZF0' '5-2BYUCRIJ2' '5-2EJ2207WG' '5-2PXXR1R93'
 '5-2TU9IV2YZ' '5-61I66BKS' '5-C9SH6MEI']","['2022-09-16' '2022-09-21' '2022-10-01' '2023-01-11' '2023-04-03'
 '2023-05-27' '2023-05-28' '2023-09-23']",['Стратегии' 'Экшн'],Absolute Tactics: Daughters of Mercy,M,GRD,Москва,8
Academia: School Simulator,1500450467.3333333,28563.666666666668,1332241.0,359.09999999999997,1.0,28.0,172787.33333333334,0.0,['5-2L9IXVL8C' '5-2XKDGM9RW' '5-2YWL004OL'],['2022-09-27' '2022-12-27' '2023-05-24'],Инди,Academia: School Simulator,F,['GRD' 'SCH' 'UGR'],Москва,3
Acanthoceras,1500553008.5882354,28564.470588235294,1569987.0,56.194117647058825,1.0,21.88235294117647,103875.5294117647,0.0,"['5-11T9361LQ' '5-22YRRPREW' '5-26BKQ6O5A' '5-2BRHRO5FR' '5-2HIE9DTRJ'
 '5-2J4Y7H2JV' '5-2NIUBMS27' '5-2WD8PF4FM' '5-2XYJCE71E' '5-2ZMQH38Z3'
 '5-35WGOQDNY' '5-3DEHLAP0J' '5-3DHPCGMLS' '5-3F6M7HQLX' '5-3ID4FPFLM'
 '5-9UITUANR' '5-QMQSSEY8']",['2023-03-11' '2023-03-15'],Приключения,Acanthoceras,M,SCH,Москва,17
Aces & Adventures,1500504578.0,28567.8,1549125.0,596.4,1.0,30.4,140922.2,0.0,['5-1B8LKK0KT' '5-2ZXSU1VS4' '5-30HNXUYO4' '5-8UW453D1' '5-VQDXSY0V'],2023-03-01,['Инди' 'Ролевые (RPG)'],Aces & Adventures,M,GRD,['Краснодар' 'Красноярск' 'Москва' 'Ростов-на-Дону' 'Санкт-Петербург'],5
Aces of the Luftwaffe,1500249473.1351352,28849.64864864865,849302.0,21.670270270270272,1.0,24.91891891891892,102831.32432432432,0.0,"['5-10S7I6BDD' '5-11E5ONEGK' '5-12TPLFXQN' '5-13GF18AIR' '5-1AB2EXFQR'
 '5-1CN1NJ4P6' '5-1FK7QRNJ2' '5-1N6TFGIZH' '5-1YOGD90IT' '5-21C6IXDO'
 '5-23PYIIJQP' '5-2CAXD7NKZ' '5-2CUKQULRB' '5-2D706GZB8' '5-2FAVJ7BI5'
 '5-2IDLZY6IG' '5-2IMEOKGK1' '5-2JLMR4ZDK' '5-2PX82U4B8' '5-2QJGZABDZ'
 '5-2TC3IVXEP' '5-2VGGY2IB6' '5-2WW195WP8' '5-2X6Y9FSIC' '5-2ZTA8MTWH'
 '5-30A0LA6MD' '5-30CEE7P5R' '5-31H9SD986' '5-3201Y9ZY2' '5-32HAWSZYG'
 '5-32ZFRVN4E' '5-397OEY09' '5-4Y9TLAXZ' '5-D1D9L6NK' '5-LZW9A1R4'
 '5-QNUNFHOS' '5-UHB13FM0']",['2022-04-20' '2022-04-23'],Экшн,Aces of the Luftwaffe,M,GRD,Москва,37
Aces of the Luftwaffe - Squadron,1500518434.0,28587.0,849281.0,245.0,1.0,30.0,38000.0,0.0,5-2CUKQULRB,2023-03-16,Аркады,Aces of the Luftwaffe - Squadron,M,UGR,Москва,1
Achtung! Cthulhu Tactics,1500453291.6,28572.2,926574.0,167.4,1.0,33.6,88031.2,0.0,['5-1JGDF4O9O' '5-28T0GUR49' '5-2DQMHMC43' '5-2GOAHG4G6' '5-47GSN0RV'],['2022-06-18' '2022-12-30' '2023-01-22' '2023-04-20' '2023-04-24'],['Инди' 'Ролевые (RPG)'],Achtung! Cthulhu Tactics,M,GRD,Санкт-Петербург,5
Across the Obelisk,1500412349.5714285,28564.14285714286,1393757.0,989.0,1.0,37.714285714285715,226104.14285714287,434.0,"['1-FP6L2SI' '5-13SWUAX9E' '5-2BYUCRIJ2' '5-30FY8GSSX' '5-38DO0PR7I'
 '5-8NAX25ZZ' '5-ECYAK0A4']","['2022-09-16' '2022-10-28' '2022-11-19' '2022-11-22' '2022-12-05'
 '2023-01-08' '2023-04-13']",['Ролевые (RPG)' 'Стратегии'],Across the Obelisk,M,GRD,Москва,7
Act of War: Direct Action,1500333397.6470587,28555.0,848376.0,44.75941176470589,1.0,32.294117647058826,96582.41176470589,0.0,"['5-12CI9BLUP' '5-18B4EFS7X' '5-1L9QOJAXO' '5-1SUUCGH0N' '5-1ZZJG5GQA'
 '5-2EMFJN4DD' '5-2FLMLXKNR' '5-2HJSYW32K' '5-2TVUY2DN0' '5-2VHQ7TEEN'
 '5-2YZRSEHTU' '5-2ZIV8M0ZE' '5-30SWWCX2C' '5-315YF88G2' '5-ET1TREZB'
 '5-MOU2JHRM' '5-VUR3TXO4']",2022-04-01,Стратегии,Act of War: Direct Action,M,GRD,Москва,17
Act of War: High Treason,1500419845.0,28555.0,847873.0,57.12307692307692,1.0,31.0,67948.76923076923,0.0,5-2HJSYW32K,2022-07-10,Стратегии,Act of War: High Treason,M,GRD,['Москва' 'Санкт-Петербург'],13
Ad Infinitum,1500745664.0,28577.0,1746424.0,1999.0,1.0,28.0,134000.0,0.0,5-1U3DAOC5E,2023-10-25,Экшн,Ad Infinitum,M,GRD,Санкт-Петербург,1
Adam Wolfe,1500499166.6666667,29985.833333333332,847690.0,122.20833333333333,1.0,33.5,169482.0,0.0,"['5-24X8GJXD9' '5-26TS6AK7' '5-28R4NTPSI' '5-2DQMHMC43' '5-2INP7EHQY'
 '5-33ANWYX1Y']","['2022-12-10' '2022-12-11' '2023-01-12' '2023-02-16' '2023-07-09'
 '2023-07-16']",Казуальные игры,Adam Wolfe,M,['GRD' 'SCH' 'UGR'],Новосибирск,6
Adventures of Chris,1500295199.0,28568.0,847454.0,72.0,1.0,30.0,86000.0,0.0,5-YGO64ONA,2022-07-13,Инди,Adventures of Chris,M,GRD,Санкт-Петербург,1
Aerial_Knight's Never Yield,1500592742.5,28565.0,847389.0,130.05,1.0,40.5,214625.0,0.0,['5-1DDKO9AX8' '5-2DQMHMC43'],['2023-01-20' '2023-10-02'],['Инди' 'Приключения'],Aerial_Knight's Never Yield,M,['GRD' 'SCH'],['Санкт-Петербург' 'Челябинск'],2
Aeronautica Imperialis: Flight Command,1500359469.0,28567.0,1134259.0,93.21333333333332,1.0,27.5,98510.66666666667,0.0,"['5-28T0GUR49' '5-2IIJW0ZL4' '5-2O9Y3QBTN' '5-2VHQ7TEEN' '5-2XK83UAXG'
 '5-IZREAJY0']","['2022-03-24' '2022-07-01' '2022-10-30' '2022-12-04' '2022-12-26'
 '2022-12-29']",Инди,Aeronautica Imperialis: Flight Command,M,UGR,Москва,6
Afterimage,1500638662.0,28571.0,1682537.0,880.0,1.0,31.333333333333332,75200.0,577.0,['5-3AC5MDZFB' '5-CCBK3PQM' '5-CQVQMVET'],['2023-08-01' '2023-08-06' '2023-08-13'],Инди,Afterimage,M,UGR,Москва,3
Against the Storm,1500599700.20339,28559.745762711864,1610197.0,733.9144067796611,1.0,31.10169491525424,135220.35593220338,332.0,"['1-7ZZXZTC' '1-DBCP0NW' '4-16C4F88L' '4-1C4UMY5E' '5-11FZCLZJK'
 '5-15EXF10UE' '5-16M70Y1NW' '5-18TI9Y2D5' '5-1BOU1NVOT' '5-1DFWBMK1S'
 '5-1FY2VDWXL' '5-1OZC2O6U5' '5-1Q5YVS9VN' '5-1VG823J6S' '5-1VGNY8K7M'
 '5-227J6N2WE' '5-2392OD3B9' '5-23OI1X8P0' '5-27PJ53OAX' '5-2A4YFQYAU'
 '5-2CHW9TPO1' '5-2D14KZ6NX' '5-2FA0XEOFE' '5-2FKMUO5W7' '5-2J48P7AHC'
 '5-2RKMLYZL1' '5-2STMXG9M5' '5-2SUY95J96' '5-2TW2CLESY' '5-2V9HHF5GQ'
 '5-2WSZ3KRT7' '5-2Y3FLIVCG' '5-2Z0Q0B87' '5-301HDVCRD' '5-35189PFSF'
 '5-3834L5XDZ' '5-3D8HJMZQR' '5-3F7XKQZBD' '5-3SZ95NRB' '5-4OJ6Y1V7'
 '5-58OSG33O' '5-6HHVIA5V' '5-9BX0CSHL' '5-AIFWNLKR' '5-CXJHY727'
 '5-D5T1NVK0' '5-DAW9P9ZX' '5-DKAGGTN9' '5-F8L994BU' '5-HF5Z0Y8K'
 '5-HQJ2L92B' '5-KI8P2TQZ' '5-KME6RJFB' '5-QC96WZFX' '5-R6K9Q7WY'
 '5-X7SK5BZ2' '5-XOGBLPV7' '5-YE670EYT' '7-3K27968IS']",2023-04-21,Стратегии,Against the Storm,M,GRD,Москва,59
Agatha Christie - The ABC Murders,1500410506.6666667,28562.0,848056.0,181.29999999999998,1.0,28.666666666666668,56107.0,0.0,['5-13ZBN6GH6' '5-271PFAX3S' '5-H7ETEUK0'],['2022-07-11' '2022-09-29' '2023-06-10'],Приключения,Agatha Christie - The ABC Murders,M,GRD,['Красноярск' 'Москва' 'Новосибирск'],3
